Regulation,byc_rate,mean,lcl,ucl
BEFORE,0.657859037185657,0.552714181329145,0.0439095844655434,1.87182676896984
AFTER,0.00950187900757869,0.00350564315896392,6.56638452644298e-05,0.0120707387966015
CHANGE(%),98.555636014635,97.9906509094258,93.6558006559067,99.9889060134363
