VESSEL_ID,Trip_ID,OBSET_ID,Total_Hooks_Set,Hooks_Observed,BSL,Birds_Obs_Caught,Season,Hooks_Recovered,Year,Regulation
Carolina Castro,FAO46,George Haufiku_46_1,16000,,No,0,Winter,15000,2018,AFTER
Blomeha,FAO48,Mushabangu T B_48_1,15480,,Yes,0,Winter,15310,2018,AFTER
Blomeha,FAO48,Mushabangu T B_48_1,15480,,Yes,0,Winter,15315,2018,AFTER
Blomeha,FAO48,Mushabangu T B_48_1,15485,,Yes,0,Winter,15309,2018,AFTER
Blomeha,FAO48,Mushabangu T B_48_1,15750,,Yes,0,Winter,15595,2018,AFTER
Meka Bay,FAO48,Nicky Kwedhi_48_1,22500,,No,0,Winter,22400,2018,AFTER
Meka Bay,FAO48,Nicky Kwedhi_48_1,23850,,No,2,Winter,23700,2018,AFTER
Meka Bay,FAO48,Nicky Kwedhi_48_1,23400,,No,1,Winter,23300,2018,AFTER
Meka Bay,FAO48,Nicky Kwedhi_48_1,23480,,No,0,Winter,23400,2018,AFTER
Meka Bay,FAO48,Nicky Kwedhi_48_1,23670,,No,0,Winter,23600,2018,AFTER
Meka Bay,FAO48,Nicky Kwedhi_48_1,18800,,No,0,Winter,18000,2018,AFTER
Lunan Bay,FAO50,Augustus Immanuel_50_1,13846,,Yes,0,Winter,12000,2018,AFTER
Lunan Bay,FAO50,Augustus Immanuel_50_1,11472,,Yes,0,Winter,10200,2018,AFTER
Lunan Bay,FAO50,Augustus Immanuel_50_1,16581,,Yes,0,Winter,15000,2018,AFTER
Lunan Bay,FAO50,Augustus Immanuel_50_1,16581,,Yes,0,Winter,16000,2018,AFTER
Lunan Bay,FAO50,Augustus Immanuel_50_1,19152,,Yes,0,Winter,18000,2018,AFTER
Meka Bay,FAO51,F Petersen_51_1,23850,,No,0,Winter,23700,2018,AFTER
Meka Bay,FAO51,F Petersen_51_1,23400,,Yes,0,Winter,23300,2018,AFTER
Meka Bay,FAO51,F Petersen_51_1,23850,,No,0,Winter,23750,2018,AFTER
Meka Bay,FAO51,F Petersen_51_1,23850,,No,0,Winter,23754,2018,AFTER
Meka Bay,FAO51,F Petersen_51_1,7650,,Yes,0,Winter,7600,2018,AFTER
Meka Bay,FAO51,F Petersen_51_1,15480,,Yes,0,Winter,15350,2018,AFTER
Meka Bay,FAO51,F Petersen_51_1,19800,,No,0,Winter,19700,2018,AFTER
Lunan Bay,FAO53,Bernito Van Wyk_53_1,16211,,Yes,2,Winter,15800,2018,AFTER
Lunan Bay,FAO53,Bernito Van Wyk_53_1,19453,,Yes,0,Winter,18000,2018,AFTER
Lunan Bay,FAO53,Bernito Van Wyk_53_1,17888,,Yes,2,Winter,16500,2018,AFTER
Lunan Bay,FAO53,Bernito Van Wyk_53_1,18897,,Yes,0,Winter,17900,2018,AFTER
Lunan Bay,FAO53,Bernito Van Wyk_53_1,17552,,Yes,0,Winter,16700,2018,AFTER
Blomeha,FAO54,Werner Haipinge_54_1,15300,,Yes,0,Summer,15195,2018,AFTER
Blomeha,FAO54,Werner Haipinge_54_1,15300,,Yes,0,Summer,15135,2018,AFTER
Blomeha,FAO54,Werner Haipinge_54_1,15300,,Yes,0,Summer,15144,2018,AFTER
Blomeha,FAO54,Werner Haipinge_54_1,14400,,Yes,0,Summer,14295,2018,AFTER
Liper,FAO55,K Antonio _55_1,10406,,Yes,0,Summer,7953,2018,AFTER
Liper,FAO55,K Antonio _55_1,10406,,Yes,0,Summer,8015,2018,AFTER
Liper,FAO55,K Antonio _55_1,10406,,Yes,0,Summer,8137,2018,AFTER
Liper,FAO55,K Antonio _55_1,10406,,Yes,0,Summer,8695,2018,AFTER
Liper,FAO55,K Antonio _55_1,10406,,Yes,0,Summer,6735,2018,AFTER
Carolina Castro,FAO56,Shaalukeni Joseph_56_1,20900,,Yes,0,Winter,19000,2018,AFTER
Carolina Castro,FAO56,Shaalukeni Joseph_56_1,20000,,Yes,0,Winter,18000,2018,AFTER
Carolina Castro,FAO56,Shaalukeni Joseph_56_1,20000,,Yes,0,Winter,17700,2018,AFTER
Carolina Castro,FAO56,Shaalukeni Joseph_56_1,19000,,Yes,0,Winter,17500,2018,AFTER
Carolina Castro,FAO56,Shaalukeni Joseph_56_1,19000,,Yes,0,Winter,17300,2018,AFTER
Carolina Castro,FAO56,Shaalukeni Joseph_56_1,17000,,Yes,0,Winter,15500,2018,AFTER
Joao N Castro,FAO58,Robert Hamukoto_58_1,25650,,Yes,0,Winter,25520,2018,AFTER
Joao N Castro,FAO58,Robert Hamukoto_58_1,24750,,Yes,0,Winter,24630,2018,AFTER
Joao N Castro,FAO58,Robert Hamukoto_58_1,24300,,Yes,0,Winter,24215,2018,AFTER
Joao N Castro,FAO58,Robert Hamukoto_58_1,24930,,Yes,0,Winter,24829,2018,AFTER
Joao N Castro,FAO58,Robert Hamukoto_58_1,22500,,Yes,0,Winter,22396,2018,AFTER
Joao N Castro,FAO58,Robert Hamukoto_58_1,25650,,Yes,0,Winter,25555,2018,AFTER
Joao N Castro,FAO58,Robert Hamukoto_58_1,25650,,Yes,0,Winter,25566,2018,AFTER
Carolina Castro,FAO59,Nicky Kwedhi_59_1,17100,,Yes,0,Winter,17000,2018,AFTER
Carolina Castro,FAO59,Nicky Kwedhi_59_1,18000,,Yes,0,Winter,17900,2018,AFTER
Carolina Castro,FAO59,Nicky Kwedhi_59_1,18000,,Yes,0,Winter,17900,2018,AFTER
Carolina Castro,FAO59,Nicky Kwedhi_59_1,18000,,Yes,0,Winter,17900,2018,AFTER
Blomeha,FAO60,Rodges Uries_60_1,15480,,Yes,0,Winter,15303,2018,AFTER
Blomeha,FAO60,Rodges Uries_60_1,14850,,Yes,0,Winter,14595,2018,AFTER
Blomeha,FAO60,Rodges Uries_60_1,15300,,Yes,0,Winter,15259,2018,AFTER
Blomeha,FAO60,Rodges Uries_60_1,9900,,Yes,0,Winter,9785,2018,AFTER
Lunan Bay,FAO61,D Shooya_61_1,19000,,Yes,0,Winter,18000,2018,AFTER
Lunan Bay,FAO61,D Shooya_61_1,19694,,Yes,0,Winter,18900,2018,AFTER
Lunan Bay,FAO61,D Shooya_61_1,17105,,Yes,0,Winter,16800,2018,AFTER
Lunan Bay,FAO61,D Shooya_61_1,17974,,Yes,0,Winter,16000,2018,AFTER
Lunan Bay,FAO61,D Shooya_61_1,19229,,Yes,0,Winter,18500,2018,AFTER
Lunan Bay,FAO61,D Shooya_61_1,10500,,Yes,0,Winter,9600,2018,AFTER
Carolina Castro,FAO62,E Ileka _62_1,16200,,Yes,0,Winter,16000,2018,AFTER
Carolina Castro,FAO62,E Ileka _62_1,18000,,Yes,0,Winter,17900,2018,AFTER
Carolina Castro,FAO62,E Ileka _62_1,18000,,Yes,0,Winter,17000,2018,AFTER
Carolina Castro,FAO62,E Ileka _62_1,18000,,Yes,0,Winter,17900,2018,AFTER
Joao N Castro,FAO63,Daniel /Howaseb_63_1,24750,,Yes,0,Winter,24645,2018,AFTER
Joao N Castro,FAO63,Daniel /Howaseb_63_1,24300,,Yes,0,Winter,2410,2018,AFTER
Joao N Castro,FAO63,Daniel /Howaseb_63_1,25200,,Yes,0,Winter,25080,2018,AFTER
Joao N Castro,FAO63,Daniel /Howaseb_63_1,23850,,Yes,0,Winter,23741,2018,AFTER
Joao N Castro,FAO63,Daniel /Howaseb_63_1,25650,,Yes,0,Winter,25560,2018,AFTER
Joao N Castro,FAO63,Daniel /Howaseb_63_1,24750,,Yes,0,Winter,24635,2018,AFTER
Joao N Castro,FAO63,Daniel /Howaseb_63_1,24930,,Yes,0,Winter,24827,2018,AFTER
Joao N Castro,FAO63,Daniel /Howaseb_63_1,24750,,Yes,0,Winter,24450,2018,AFTER
Meka Bay,FAO66,Blasius Shilongo_66_1,19800,,Yes,0,Winter,19700,2018,AFTER
Meka Bay,FAO66,Blasius Shilongo_66_1,20700,,Yes,0,Winter,20000,2018,AFTER
Meka Bay,FAO66,Blasius Shilongo_66_1,23850,,Yes,0,Winter,23750,2018,AFTER
Meka Bay,FAO66,Blasius Shilongo_66_1,23850,,Yes,1,Winter,23700,2018,AFTER
Meka Bay,FAO66,Blasius Shilongo_66_1,16110,,Yes,2,Winter,16005,2018,AFTER
Meka Bay,FAO66,Blasius Shilongo_66_1,9180,,Yes,0,Winter,9009,2018,AFTER
Meka Bay,FAO66,Blasius Shilongo_66_2,18900,,Yes,3,Winter,18800,2018,AFTER
Blomeha,FAO67,Daniel /Howaseb_67_1,14850,,Yes,0,Winter,14705,2018,AFTER
Blomeha,FAO67,Daniel /Howaseb_67_1,14940,,Yes,0,Winter,14695,2018,AFTER
Blomeha,FAO67,Daniel /Howaseb_67_1,15030,,Yes,0,Winter,14895,2018,AFTER
Blomeha,FAO67,Daniel /Howaseb_67_1,16200,,Yes,0,Winter,15005,2018,AFTER
Blomeha,FAO67,Daniel /Howaseb_67_1,16200,,Yes,0,Winter,16009,2018,AFTER
Blomeha,FAO67,Daniel /Howaseb_67_1,5040,,Yes,0,Winter,4985,2018,AFTER
West Coast,FAO68,Nekomba Sakaria_68_1,180000,,Yes,0,Winter,70600,2018,AFTER
West Coast,FAO68,Nekomba Sakaria_68_1,180000,,Yes,0,Winter,70000,2018,AFTER
West Coast,FAO68,Nekomba Sakaria_68_1,180000,,Yes,0,Winter,70300,2018,AFTER
West Coast,FAO68,Nekomba Sakaria_68_1,18000,,Yes,0,Winter,17000,2018,AFTER
West Coast,FAO68,Nekomba Sakaria_68_1,18000,,Yes,0,Winter,17600,2018,AFTER
West Coast,FAO68,Nekomba Sakaria_68_1,18000,,Yes,0,Winter,17000,2018,AFTER
Blomeha,FAO69,Onesmus I Iipinge_69_1,15930,,Yes,0,Winter,15715,2018,AFTER
Blomeha,FAO69,Onesmus I Iipinge_69_1,15930,,Yes,0,Winter,15698,2018,AFTER
Blomeha,FAO69,Onesmus I Iipinge_69_1,15840,,Yes,0,Winter,15629,2018,AFTER
Blomeha,FAO69,Onesmus I Iipinge_69_1,15840,,Yes,0,Winter,15629,2018,AFTER
Blomeha,FAO69,Onesmus I Iipinge_69_1,15930,,Yes,0,Winter,15805,2018,AFTER
Blomeha,FAO69,Onesmus I Iipinge_69_1,15750,,Yes,0,Winter,15545,2018,AFTER
Blomeha,FAO69,Onesmus I Iipinge_69_1,12960,,Yes,0,Winter,12695,2018,AFTER
Meka Bay,FAO70,Kennedy Antonio_70_1,21807,,Yes,0,Winter,21001,2018,AFTER
Meka Bay,FAO70,Kennedy Antonio_70_1,20824,,Yes,0,Winter,20101,2018,AFTER
Meka Bay,FAO70,Kennedy Antonio_70_1,21807,,Yes,0,Winter,21200,2018,AFTER
Meka Bay,FAO70,Kennedy Antonio_70_1,21807,,Yes,0,Winter,21700,2018,AFTER
Meka Bay,FAO70,Kennedy Antonio_70_1,21800,,Yes,0,Winter,21170,2018,AFTER
Meka Bay,FAO70,Kennedy Antonio_70_1,17637,,Yes,0,Winter,14133,2018,AFTER
CNAO1,CNAO1,CNAO1_1,,12150,No,0,Summer,25000,2017,AFTER
CNAO1,CNAO1,CNAO1_2,,14200,Yes,0,Summer,26000,2017,AFTER
CNAO1,CNAO1,CNAO1_3,,6100,Yes,0,Summer,10400,2017,AFTER
CNAO1,CNAO1,CNAO1_4,,4541,Yes,0,Summer,6681,2017,AFTER
CNAO2,CNAO2,CNAO2_1,,14300,No,0,Summer,23298,2017,AFTER
CNAO2,CNAO2,CNAO2_2,,12800,Yes,0,Summer,23900,2017,AFTER
CNAO2,CNAO2,CNAO2_3,,8200,Yes,0,Summer,15200,2017,AFTER
CNAO2,CNAO2,CNAO2_4,,13250,Yes,0,Summer,23800,2017,AFTER
CNAO2,CNAO2,CNAO2_5,,7100,Yes,0,Summer,11900,2017,AFTER
CNAO3,CNAO3,CNAO3_1,,5920,Yes,0,Summer,7100,2017,AFTER
CNAO3,CNAO3,CNAO3_2,,9620,Yes,0,Summer,17900,2017,AFTER
CNAO3,CNAO3,CNAO3_3,,10101,Yes,0,Summer,16100,2017,AFTER
CNAO3,CNAO3,CNAO3_4,,10212,Yes,0,Summer,17900,2017,AFTER
CNAO4,CNAO4,CNAO4_1,,12101,Yes,0,Winter,21000,2017,AFTER
CNAO4,CNAO4,CNAO4_2,,10900,Yes,1,Winter,21000,2017,AFTER
CNAO4,CNAO4,CNAO4_3,,11200,Yes,0,Winter,21000,2017,AFTER
CNAO4,CNAO4,CNAO4_4,,12300,Yes,0,Winter,21000,2017,AFTER
CNAO4,CNAO4,CNAO4_5,,11400,Yes,0,Winter,21000,2017,AFTER
CNAO4,CNAO4,CNAO4_7,,9740,Yes,0,Winter,18488,2017,AFTER
CNAO5,CNAO5,CNAO5_1,,9100,Yes,0,Winter,16900,2017,AFTER
CNAO5,CNAO5,CNAO5_2,,10100,Yes,0,Winter,17900,2017,AFTER
CNAO5,CNAO5,CNAO5_3,,9810,Yes,0,Winter,17800,2017,AFTER
CNAO5,CNAO5,CNAO5_4,,10100,Yes,0,Winter,17900,2017,AFTER
CNAO5,CNAO5,CNAO5_5,,9200,Yes,0,Winter,17900,2017,AFTER
CNAO6,CNAO6,CNAO6_1,,1000,Yes,0,Winter,1500,2018,AFTER
CNAO6,CNAO6,CNAO6_2,,4000,Yes,0,Winter,7000,2018,AFTER
CNAO6,CNAO6,CNAO6_3,,9000,Yes,0,Winter,14000,2018,AFTER
CNAO6,CNAO6,CNAO6_4,,10100,Yes,0,Winter,14000,2018,AFTER
CNAO7,CNAO7,CNAO7_1,,11200,Yes,0,Winter,20000,2018,AFTER
CNAO7,CNAO7,CNAO7_2,,12300,Yes,1,Winter,20000,2018,AFTER
CNAO7,CNAO7,CNAO7_3,,9700,Yes,0,Winter,20000,2018,AFTER
CNAO7,CNAO7,CNAO7_4,,13600,Yes,0,Winter,20000,2018,AFTER
CNAO7,CNAO7,CNAO7_5,,10500,Yes,0,Winter,20000,2018,AFTER
CNAO7,CNAO7,CNAO7_6,,12700,Yes,0,Winter,20000,2018,AFTER
CNAO7,CNAO7,CNAO7_7,,11100,Yes,0,Winter,15052,2018,AFTER
IKAV08,IKAV08,IKAV08_1,,2800,Yes,0,Summer,14210,2018,AFTER
IKAV08,IKAV08,IKAV08_2,,7900,Yes,0,Summer,14640,2018,AFTER
IKAV08,IKAV08,IKAV08_3,,1620,Yes,0,Summer,11440,2018,AFTER
IKAV08,IKAV08,IKAV08_4,,1980,Yes,1,Summer,14440,2018,AFTER
IKAV08,IKAV08,IKAV08_5,,2700,Yes,0,Summer,14270,2018,AFTER
IKAV09,IKAV09,IKAV09_1,,7600,Yes,0,Summer,15125,2018,AFTER
IKAV09,IKAV09,IKAV09_2,,6000,Yes,0,Summer,15300,2018,AFTER
IKAV09,IKAV09,IKAV09_3,,9000,Yes,0,Summer,15175,2018,AFTER
IKAV09,IKAV09,IKAV09_4,,7600,Yes,0,Summer,15166,2018,AFTER
IKAV09,IKAV09,IKAV09_5,,7060,Yes,0,Summer,15199,2018,AFTER
IKAV09,IKAV09,IKAV09_6,,6060,Yes,0,Summer,15109,2018,AFTER
IKAV10,IKAV10,IKAV10_1,,7900,Yes,0,Summer,21800,2018,AFTER
IKAV10,IKAV10,IKAV10_2,,11000,Yes,0,Summer,21700,2018,AFTER
IKAV10,IKAV10,IKAV10_3,,9000,Yes,0,Summer,21700,2018,AFTER
IKAV10,IKAV10,IKAV10_4,,10800,Yes,0,Summer,21700,2018,AFTER
IKAV10,IKAV10,IKAV10_5,,12400,Yes,0,Summer,26200,2018,AFTER
IKAV11,IKAV11,IKAV11_1,,5700,Yes,0,Summer,10600,2018,AFTER
IKAV11,IKAV11,IKAV11_2,,6600,Yes,0,Summer,16650,2018,AFTER
IKAV11,IKAV11,IKAV11_3,,6600,Yes,0,Summer,16650,2018,AFTER
IKAV12,IKAV12,IKAV12_1,,5400,Yes,0,Winter,5793,2018,AFTER
IKAV12,IKAV12,IKAV12_2,,5700,Yes,0,Winter,6113,2018,AFTER
IKAV12,IKAV12,IKAV12_3,,4800,Yes,0,Winter,5924,2018,AFTER
IKAV12,IKAV12,IKAV12_4,,5100,Yes,1,Winter,7158,2018,AFTER
IKAV12,IKAV12,IKAV12_5,,5560,Yes,0,Winter,8135,2018,AFTER
IKAV13,IKAV13,IKAV13_1,,5400,Yes,0,Winter,11080,2018,AFTER
IKAV13,IKAV13,IKAV13_2,,3600,Yes,0,Winter,6680,2018,AFTER
IKAV13,IKAV13,IKAV13_3,,3600,Yes,0,Winter,5930,2018,AFTER
IKAV13,IKAV13,IKAV13_4,,3900,Yes,0,Winter,5730,2018,AFTER
IKAV13,IKAV13,IKAV13_5,,4200,Yes,0,Winter,5940,2018,AFTER
IKAV13,IKAV13,IKAV13_6,,3600,Yes,0,Winter,4080,2018,AFTER
IKAV14,IKAV14,IKAV14_1,,5400,Yes,0,Winter,13500,2019,AFTER
IKAV14,IKAV14,IKAV14_2,,5700,Yes,0,Winter,13600,2019,AFTER
IKAV14,IKAV14,IKAV14_3,,5700,Yes,0,Winter,13500,2019,AFTER
IKAV14,IKAV14,IKAV14_4,,5700,Yes,0,Winter,13700,2019,AFTER
IKAV14,IKAV14,IKAV14_5,,6300,Yes,0,Winter,12700,2019,AFTER
IKAV14,IKAV14,IKAV14_6,,6000,Yes,0,Winter,12500,2019,AFTER
IKAV14,IKAV14,IKAV14_7,,3300,Yes,0,Winter,5600,2019,AFTER
IKAV15,IKAV15,IKAV15_1,,7200,Yes,0,Winter,15595,2019,AFTER
IKAV15,IKAV15,IKAV15_1,,4200,Yes,0,Winter,8009,2019,AFTER
IKAV15,IKAV15,IKAV15_1,,3900,Yes,0,Winter,7745,2019,AFTER
IKAV15,IKAV15,IKAV15_1,,7800,Yes,0,Winter,16009,2019,AFTER
IKAV15,IKAV15,IKAV15_1,,7200,Yes,0,Winter,15104,2019,AFTER
IKAV15,IKAV15,IKAV15_1,,6900,Yes,0,Winter,13409,2019,AFTER
IKAV16,IKAV16,IKAV16_1,,10200,Yes,0,Winter,22300,2019,AFTER
IKAV16,IKAV16,IKAV16_1,,11400,Yes,0,Winter,22420,2019,AFTER
IKAV16,IKAV16,IKAV16_1,,9300,Yes,0,Winter,22260,2019,AFTER
IKAV16,IKAV16,IKAV16_1,,10200,Yes,0,Winter,22480,2017,AFTER
IKAV16,IKAV16,IKAV16_1,,11400,Yes,0,Winter,22300,2019,AFTER
IKAV16,IKAV16,IKAV16_1,,9800,Yes,0,Winter,22400,2019,AFTER
IKAV17,IKAV17,IKAV17_1,,6853,Yes,0,Winter,7500,2019,AFTER
IKAV17,IKAV17,IKAV17_1,,7200,Yes,0,Winter,8462,2019,AFTER
IKAV17,IKAV17,IKAV17_1,,6958,Yes,0,Winter,7200,2019,AFTER
IKAV17,IKAV17,IKAV17_1,,12000,Yes,0,Winter,15364,2019,AFTER
IKAV17,IKAV17,IKAV17_1,,11400,Yes,0,Winter,15364,2019,AFTER
IKAV17,IKAV17,IKAV17_1,,11400,Yes,0,Winter,15364,2019,AFTER
IKAV17,IKAV17,IKAV17_1,,11400,Yes,0,Winter,13800,2019,AFTER
IKAV17,IKAV17,IKAV17_1,,8135,Yes,0,Winter,13500,2019,AFTER
WestCoast II,PreREG1,WestCoast II1,,16210,No,36,Winter,,2009,BEFORE
WestCoast II,PreREG1,WestCoast II2,,15525,No,13,Winter,,2009,BEFORE
WestCoast II,PreREG1,WestCoast II3,,9315,No,25,Winter,,2009,BEFORE
WestCoast II,PreREG1,WestCoast II3,,15875,No,7,Winter,,2009,BEFORE
WestCoast II,PreREG1,WestCoast II4,,8280,No,6,Winter,,2009,BEFORE
WestCoast II,PreREG1,WestCoast II5,,16560,No,3,Winter,,2009,BEFORE
WestCoast II,PreREG1,WestCoast II5,,15300,No,1,Winter,,2009,BEFORE
WestCoast II,PreREG1,WestCoast II8,,22770,No,4,Winter,,2009,BEFORE
WestCoast II,PreREG1,WestCoast II9,,21309,No,4,Winter,,2009,BEFORE
WestCoast II,PreREG1,WestCoast II10,,25875,No,2,Winter,,2009,BEFORE
WestCoast II,PreREG2,WestCoast II1,,10800,No,0,Autumn,,2010,BEFORE
WestCoast II,PreREG2,WestCoast II1,,11880,No,0,Autumn,,2010,BEFORE
WestCoast II,PreREG2,WestCoast II2,,10800,No,0,Autumn,,2010,BEFORE
WestCoast II,PreREG2,WestCoast II2,,11880,No,0,Autumn,,2010,BEFORE
WestCoast II,PreREG2,WestCoast II3,,21600,No,0,Autumn,,2010,BEFORE
WestCoast II,PreREG2,WestCoast II4,,23760,No,3,Autumn,,2010,BEFORE
WestCoast II,PreREG2,WestCoast II5,,11880,No,0,Autumn,,2010,BEFORE
WestCoast II,PreREG2,WestCoast II5,,11880,No,0,Autumn,,2010,BEFORE
WestCoast II,PreREG2,WestCoast II6,,16200,No,0,Autumn,,2010,BEFORE
WestCoast II,PreREG3,WestCoast II1,,18683,No,0,Autumn,,2010,BEFORE
WestCoast II,PreREG3,WestCoast II2,,9584,No,0,Autumn,,2010,BEFORE
WestCoast II,PreREG3,WestCoast II2,,12132,No,36,Autumn,,2010,BEFORE
WestCoast II,PreREG3,WestCoast II3,,12132,No,72,Autumn,,2010,BEFORE
WestCoast II,PreREG3,WestCoast II3,,12739,No,2,Autumn,,2010,BEFORE
WestCoast II,PreREG3,WestCoast II4,,12739,No,0,Autumn,,2010,BEFORE
WestCoast II,PreREG3,WestCoast II4,,13345,No,39,Autumn,,2010,BEFORE
WestCoast II,PreREG3,WestCoast II5,,13345,No,33,Autumn,,2010,BEFORE
WestCoast II,PreREG3,WestCoast II6,,15826,No,17,Autumn,,2010,BEFORE
WestCoast II,PreREG3,WestCoast II7,,12739,No,29,Autumn,,2010,BEFORE
Joao N Castro,PreREG4,Joao N Castro2,,27792,No,0,Winter,,2010,BEFORE
Joao N Castro,PreREG4,Joao N Castro5,,20520,No,1,Winter,,2010,BEFORE
Joao N Castro,PreREG4,Joao N Castro5,,9576,No,0,Winter,,2010,BEFORE
Joao N Castro,PreREG4,Joao N Castro6,,16000,No,0,Winter,,2010,BEFORE
Joao N Castro,PreREG5,Joao N Castro1,,13680,No,1,Spring,,2010,BEFORE
Joao N Castro,PreREG5,Joao N Castro1,,13680,No,25,Spring,,2010,BEFORE
Joao N Castro,PreREG5,Joao N Castro2,,13680,No,15,Spring,,2010,BEFORE
Joao N Castro,PreREG5,Joao N Castro5,,17100,No,1,Spring,,2010,BEFORE
Joao N Castro,PreREG5,Joao N Castro7,,13680,No,0,Spring,,2010,BEFORE
Joao N Castro,PreREG5,Joao N Castro8,,10260,No,11,Spring,,2010,BEFORE
Liper,PreREG6,Liper1,,11070,No,11,Spring,,2010,BEFORE
Liper,PreREG6,Liper2,,11070,No,35,Spring,,2010,BEFORE
Liper,PreREG6,Liper7,,11070,No,7,Spring,,2010,BEFORE
Liper,PreREG6,Liper8,,11070,No,2,Spring,,2010,BEFORE
Joao N Castro,PreREG7,Joao N Castro1,,27360,No,0,Spring,,2010,BEFORE
Joao N Castro,PreREG7,Joao N Castro2,,9576,No,15,Spring,,2010,BEFORE
Joao N Castro,PreREG7,Joao N Castro2,,16416,No,6,Spring,,2010,BEFORE
Joao N Castro,PreREG7,Joao N Castro6,,10800,No,4,Spring,,2010,BEFORE
Joao N Castro,PreREG8,Joao N Castro3,,27360,No,2,Summer,,2011,BEFORE
Joao N Castro,PreREG8,Joao N Castro6,,13680,No,8,Summer,,2011,BEFORE
Joao N Castro,PreREG8,Joao N Castro7,,13680,No,0,Summer,,2011,BEFORE
Joao N Castro,PreREG8,Joao N Castro9,,9576,No,1,Summer,,2011,BEFORE
Boston Wayferer,PreREG9,Boston Wayferer1,,16650,No,0,Autumn,,2011,BEFORE
Boston Wayferer,PreREG9,Boston Wayferer2,,15390,No,0,Autumn,,2011,BEFORE
Boston Wayferer,PreREG9,Boston Wayferer3,,16380,No,0,Autumn,,2011,BEFORE
Blomeha,PreREG10,Blomeha1,,25200,No,3,Winter,,2011,BEFORE
Blomeha,PreREG10,Blomeha7,,12600,No,1,Winter,,2011,BEFORE
Joao N Castro,PreREG11,Joao N Castro1,,20000,No,0,Spring,,2011,BEFORE
Joao N Castro,PreREG11,Joao N Castro1,,20000,No,1,Spring,,2011,BEFORE
Joao N Castro,PreREG11,Joao N Castro3,,40000,No,5,Spring,,2011,BEFORE
Joao N Castro,PreREG12,Joao N Castro1,,14340,No,0,Winter,,2012,BEFORE
Joao N Castro,PreREG12,Joao N Castro2,,13839,No,0,Winter,,2012,BEFORE
Joao N Castro,PreREG12,Joao N Castro3,,9600,No,11,Winter,,2012,BEFORE
Joao N Castro,PreREG12,Joao N Castro4,,12550,No,0,Winter,,2012,BEFORE
Joao N Castro,PreREG13,Joao N Castro1,,9600,No,0,Winter,,2012,BEFORE
Joao N Castro,PreREG13,Joao N Castro2,,10800,No,1,Winter,,2012,BEFORE
Joao N Castro,PreREG13,Joao N Castro3,,10800,No,3,Winter,,2012,BEFORE
Joao N Castro,PreREG13,Joao N Castro4,,14400,No,37,Winter,,2012,BEFORE
Joao N Castro,PreREG13,Joao N Castro5,,12000,No,12,Winter,,2012,BEFORE
Joao N Castro,PreREG14,Joao N Castro2,,7950,No,19,Winter,,2012,BEFORE
Joao N Castro,PreREG14,Joao N Castro3,,13900,No,1,Winter,,2012,BEFORE
Joao N Castro,PreREG14,Joao N Castro4,,11540,No,0,Winter,,2012,BEFORE
Joao N Castro,PreREG14,Joao N Castro5,,1170,No,2,Winter,,2012,BEFORE
