Tori_line_deployed,nsets,boot.mean,boot.lcl,boot.ucl,boot.mean.fatal,boot.lcl.fatal,boot.ucl.fatal,boot.mean.heavy,boot.lcl.heavy,boot.ucl.heavy
No,679,3.72433510987378,2.99445230757171,4.45359956462949,0.053019145802651,0,0.123711340206186,1.09209246136029,0.819593762395227,1.38190346394397
Yes,238,2.09599171692529,1.18585438943897,3.00853214742305,0.0252100840336134,0,0.0756302521008403,0.451141418757314,0.179474264329322,0.78998108281104
CHANGE(%),,43.7217206537485,60.398287645442,32.4471788771305,52.4509803921569,,38.8655462184874,58.690181031432,78.102046091125,42.8338445178778
