START,END,date,lat,lon,Observer,dawn,sunrise
2018-05-11T02:40:00Z,2018-05-11T04:40:00Z,2018-05-11,23.02,13.1,FOA,2018-05-11T03:37:25Z,2018-05-11T04:30:00Z
2018-05-12T02:15:00Z,2018-05-12T04:15:00Z,2018-05-12,22.51,13.12,FOA,2018-05-12T03:37:47Z,2018-05-12T04:30:14Z
2018-05-01T01:20:00Z,2018-05-01T03:20:00Z,2018-05-01,22,12.58,FOA,2018-05-01T03:48:18Z,2018-05-01T04:39:19Z
2018-05-01T02:45:00Z,2018-05-01T04:45:00Z,2018-05-01,22.51,12.56,FOA,2018-05-01T03:47:29Z,2018-05-01T04:38:44Z
2018-05-02T04:10:00Z,2018-05-02T06:10:00Z,2018-05-02,22.41,13.07,FOA,2018-05-02T03:44:52Z,2018-05-02T04:36:11Z
2018-05-02T05:20:00Z,2018-05-02T07:20:00Z,2018-05-02,22.5,13.09,FOA,2018-05-02T03:44:38Z,2018-05-02T04:35:59Z
2018-05-03T02:50:00Z,2018-05-03T04:50:00Z,2018-05-03,22.49,13.17,FOA,2018-05-03T03:43:35Z,2018-05-03T04:35:02Z
2018-05-03T01:30:00Z,2018-05-03T03:30:00Z,2018-05-03,22.59,13.2,FOA,2018-05-03T03:43:17Z,2018-05-03T04:34:47Z
2018-05-04T02:50:00Z,2018-05-04T04:50:00Z,2018-05-04,22.44,13,FOA,2018-05-04T03:43:38Z,2018-05-04T04:35:10Z
2018-05-04T01:40:00Z,2018-05-04T03:40:00Z,2018-05-04,22.54,13.03,FOA,2018-05-04T03:43:20Z,2018-05-04T04:34:55Z
2018-05-05T01:20:00Z,2018-05-05T03:20:00Z,2018-05-05,22.44,13,FOA,2018-05-05T03:42:56Z,2018-05-05T04:34:34Z
2018-05-05T02:40:00Z,2018-05-05T04:40:00Z,2018-05-05,22.35,12.57,FOA,2018-05-05T03:44:49Z,2018-05-05T04:36:25Z
2018-05-06T03:10:00Z,2018-05-06T05:10:00Z,2018-05-06,22.58,13.08,FOA,2018-05-06T03:41:39Z,2018-05-06T04:33:28Z
2018-05-06T02:00:00Z,2018-05-06T04:00:00Z,2018-05-06,23.07,13.11,FOA,2018-05-06T03:40:35Z,2018-05-06T04:32:39Z
2018-05-18T03:30:00Z,2018-05-18T05:30:00Z,2018-05-18,21.24,12.5,FOA,2018-05-18T03:39:51Z,2018-05-18T04:32:18Z
2018-05-19T02:00:00Z,2018-05-19T04:00:00Z,2018-05-19,20.59,12.42,FOA,2018-05-19T03:41:08Z,2018-05-19T04:33:23Z
2018-05-20T02:00:00Z,2018-05-20T04:00:00Z,2018-05-20,20.4,12.21,FOA,2018-05-20T03:41:59Z,2018-05-20T04:34:14Z
2018-05-21T03:30:00Z,2018-05-21T05:30:00Z,2018-05-21,20.45,12.23,FOA,2018-05-21T03:41:25Z,2018-05-21T04:33:47Z
2018-05-28T03:10:00Z,2018-05-28T05:10:00Z,2018-05-28,23.04,13.04,FOA,2018-05-28T03:29:47Z,2018-05-28T04:24:08Z
2018-05-30T02:25:00Z,2018-05-30T04:25:00Z,2018-05-30,23.02,13.07,FOA,2018-05-30T03:29:11Z,2018-05-30T04:23:41Z
2018-05-31T02:35:00Z,2018-05-31T04:35:00Z,2018-05-31,22.58,13.14,FOA,2018-05-31T03:29:47Z,2018-05-31T04:24:07Z
2018-06-01T02:00:00Z,2018-06-01T04:00:00Z,2018-06-01,22.49,13,FOA,2018-06-01T03:30:21Z,2018-06-01T04:24:43Z
2018-06-02T02:55:00Z,2018-06-02T04:55:00Z,2018-06-02,22.2,12.53,FOA,2018-06-02T03:32:47Z,2018-06-02T04:27:03Z
2018-06-03T02:05:00Z,2018-06-03T04:05:00Z,2018-06-03,22.19,12.54,FOA,2018-06-03T03:32:36Z,2018-06-03T04:26:57Z
2018-06-04T03:05:00Z,2018-06-04T05:05:00Z,2018-06-04,19.37,11.45,FOA,2018-06-04T03:43:45Z,2018-06-04T04:36:43Z
2018-06-04T01:50:00Z,2018-06-04T03:50:00Z,2018-06-04,19.46,11.47,FOA,2018-06-04T03:43:27Z,2018-06-04T04:36:27Z
2018-06-05T02:45:00Z,2018-06-05T04:45:00Z,2018-06-05,19.27,11.42,FOA,2018-06-05T03:44:01Z,2018-06-05T04:37:00Z
2018-06-05T01:30:00Z,2018-06-05T03:30:00Z,2018-06-05,19.36,11.44,FOA,2018-06-05T03:43:43Z,2018-06-05T04:36:45Z
2018-06-06T02:50:00Z,2018-06-06T04:50:00Z,2018-06-06,19.19,11.4,FOA,2018-06-06T03:44:14Z,2018-06-06T04:37:13Z
2018-06-06T01:30:00Z,2018-06-06T03:30:00Z,2018-06-06,19.28,11.42,FOA,2018-06-06T03:43:56Z,2018-06-06T04:36:58Z
2018-06-07T02:40:00Z,2018-06-07T04:40:00Z,2018-06-07,19.22,11.4,FOA,2018-06-07T03:44:06Z,2018-06-07T04:37:10Z
2018-06-07T01:20:00Z,2018-06-07T03:20:00Z,2018-06-07,19.31,11.43,FOA,2018-06-07T03:43:46Z,2018-06-07T04:36:52Z
2018-06-08T01:50:00Z,2018-06-08T03:50:00Z,2018-06-08,19.17,11.4,FOA,2018-06-08T03:44:12Z,2018-06-08T04:37:17Z
2018-06-08T03:10:00Z,2018-06-08T05:10:00Z,2018-06-08,19.1,11.36,FOA,2018-06-08T03:44:32Z,2018-06-08T04:37:35Z
2018-06-09T03:30:00Z,2018-06-09T05:30:00Z,2018-06-09,19.42,11.53,FOA,2018-06-09T03:43:04Z,2018-06-09T04:36:19Z
2018-06-09T02:20:00Z,2018-06-09T04:20:00Z,2018-06-09,19.51,11.56,FOA,2018-06-09T03:42:44Z,2018-06-09T04:36:01Z
2018-06-11T07:15:00Z,2018-06-11T09:15:00Z,2018-06-11,21.28,12.44,FOA,2018-06-11T03:34:48Z,2018-06-11T04:29:05Z
2018-06-12T07:48:00Z,2018-06-12T09:48:00Z,2018-06-12,21.02,12.45,FOA,2018-06-12T03:35:27Z,2018-06-12T04:29:38Z
2018-06-13T02:19:00Z,2018-06-13T04:19:00Z,2018-06-13,21,12.39,FOA,2018-06-13T03:35:47Z,2018-06-13T04:30:00Z
2018-06-14T03:13:00Z,2018-06-14T05:13:00Z,2018-06-14,21.04,12.39,FOA,2018-06-14T03:35:45Z,2018-06-14T04:30:01Z
2018-06-15T03:42:00Z,2018-06-15T05:42:00Z,2018-06-15,20.49,12.34,FOA,2018-06-15T03:37:27Z,2018-06-15T04:31:26Z
2018-06-15T02:55:00Z,2018-06-15T04:55:00Z,2018-06-15,20.44,12.32,FOA,2018-06-15T03:37:39Z,2018-06-15T04:31:37Z
2018-06-16T04:45:00Z,2018-06-16T06:45:00Z,2018-06-16,21.32,12.43,FOA,2018-06-16T03:35:04Z,2018-06-16T04:29:31Z
2018-06-17T02:05:00Z,2018-06-17T04:05:00Z,2018-06-17,22,12.5,FOA,2018-06-17T03:33:07Z,2018-06-17T04:27:58Z
2018-06-18T02:30:00Z,2018-06-18T04:30:00Z,2018-06-18,22.08,12.52,FOA,2018-06-18T03:32:57Z,2018-06-18T04:27:52Z
2018-06-19T05:05:00Z,2018-06-19T07:05:00Z,2018-06-19,22.47,13.04,FOA,2018-06-19T03:29:59Z,2018-06-19T04:25:09Z
2018-06-20T06:10:00Z,2018-06-20T08:10:00Z,2018-06-20,22.56,13.03,FOA,2018-06-20T03:29:57Z,2018-06-20T04:25:10Z
2018-06-21T03:25:00Z,2018-06-21T05:25:00Z,2018-06-21,23.06,13.07,FOA,2018-06-21T03:28:38Z,2018-06-21T04:24:09Z
2018-03-19T01:30:00Z,2018-03-19T03:30:00Z,2018-03-19,12.55,12.55,FOA,2018-03-19T04:30:17Z,2018-03-19T05:16:03Z
2018-03-20T02:05:00Z,2018-03-20T04:05:00Z,2018-03-20,23.16,13.22,FOA,2018-03-20T04:24:02Z,2018-03-20T05:12:40Z
2018-03-21T02:00:00Z,2018-03-21T04:00:00Z,2018-03-21,23.41,13.18,FOA,2018-03-21T04:23:05Z,2018-03-21T05:11:50Z
2018-03-22T02:05:00Z,2018-03-22T04:05:00Z,2018-03-22,24.01,13.21,FOA,2018-03-22T04:21:40Z,2018-03-22T05:10:40Z
2018-03-23T03:10:00Z,2018-03-23T05:10:00Z,2018-03-23,23.3,13.17,FOA,2018-03-23T04:21:08Z,2018-03-23T05:09:53Z
2018-03-24T02:45:00Z,2018-03-24T04:45:00Z,2018-03-24,22.53,13.13,FOA,2018-03-24T04:20:40Z,2018-03-24T05:09:10Z
2018-07-18T07:34:00Z,2018-07-18T09:34:00Z,2018-07-18,20.46,12.3,FOA,2018-07-18T03:48:26Z,2018-07-18T04:41:14Z
2018-07-19T05:44:00Z,2018-07-19T07:44:00Z,2018-07-19,19.45,11.57,FOA,2018-07-19T03:54:05Z,2018-07-19T04:46:20Z
2018-07-20T05:14:00Z,2018-07-20T07:14:00Z,2018-07-20,19.42,11.57,FOA,2018-07-20T03:54:37Z,2018-07-20T04:46:45Z
2018-07-21T03:45:00Z,2018-07-21T05:45:00Z,2018-07-21,19.36,11.57,FOA,2018-07-21T03:55:12Z,2018-07-21T04:47:14Z
2018-07-22T02:47:00Z,2018-07-22T04:47:00Z,2018-07-22,19.32,11.52,FOA,2018-07-22T03:55:57Z,2018-07-22T04:47:52Z
2018-02-12T02:10:00Z,2018-02-12T04:10:00Z,2018-02-12,24.47,13.45,FOA,2018-02-12T04:53:20Z,2018-02-12T05:43:34Z
2018-02-13T02:15:00Z,2018-02-13T04:15:00Z,2018-02-13,24.39,13.5,FOA,2018-02-13T04:52:30Z,2018-02-13T05:42:38Z
2018-02-14T02:12:00Z,2018-02-14T04:12:00Z,2018-02-14,24.47,13.46,FOA,2018-02-14T04:52:07Z,2018-02-14T05:42:13Z
2018-02-15T02:30:00Z,2018-02-15T04:30:00Z,2018-02-15,24.46,13.46,FOA,2018-02-15T04:51:30Z,2018-02-15T05:41:31Z
2018-02-10T04:20:00Z,2018-02-10T06:20:00Z,2018-02-10,22.07,12.56,FOA,2018-02-10T04:56:02Z,2018-02-10T05:45:30Z
2018-02-11T03:10:00Z,2018-02-11T05:10:00Z,2018-02-11,21.47,12.48,FOA,2018-02-11T04:55:24Z,2018-02-11T05:44:36Z
2018-02-12T03:10:00Z,2018-02-12T05:10:00Z,2018-02-12,21.39,12.48,FOA,2018-02-12T04:54:52Z,2018-02-12T05:43:58Z
2018-02-13T03:00:00Z,2018-02-13T05:00:00Z,2018-02-13,21.36,12.47,FOA,2018-02-13T04:54:23Z,2018-02-13T05:43:25Z
2018-02-14T02:30:00Z,2018-02-14T04:30:00Z,2018-02-14,21.37,12.46,FOA,2018-02-14T04:53:56Z,2018-02-14T05:42:54Z
2018-06-17T01:50:00Z,2018-06-17T03:50:00Z,2018-06-17,22,12.51,FOA,2018-06-17T03:33:04Z,2018-06-17T04:27:56Z
2018-06-18T02:00:00Z,2018-06-18T04:00:00Z,2018-06-18,22.03,12.53,FOA,2018-06-18T03:33:03Z,2018-06-18T04:27:56Z
2018-06-19T02:00:00Z,2018-06-19T04:00:00Z,2018-06-19,21.54,12.44,FOA,2018-06-19T03:34:51Z,2018-06-19T04:29:29Z
2018-06-20T03:40:00Z,2018-06-20T05:40:00Z,2018-06-20,23,13.07,FOA,2018-06-20T03:28:36Z,2018-06-20T04:24:05Z
2018-06-21T03:00:00Z,2018-06-21T05:00:00Z,2018-06-21,23.24,13.2,FOA,2018-06-21T03:27:37Z,2018-06-21T04:23:15Z
2018-06-22T02:15:00Z,2018-06-22T04:15:00Z,2018-06-22,22.27,12.56,FOA,2018-06-22T03:33:01Z,2018-06-22T04:28:04Z
2018-06-14T01:40:00Z,2018-06-14T03:40:00Z,2018-06-14,19.44,11.55,FOA,2018-06-14T03:43:09Z,2018-06-14T04:36:35Z
2018-06-15T02:20:00Z,2018-06-15T04:20:00Z,2018-06-15,19.35,11.48,FOA,2018-06-15T03:43:45Z,2018-06-15T04:37:10Z
2018-06-16T02:50:00Z,2018-06-16T04:50:00Z,2018-06-16,19.41,11.51,FOA,2018-06-16T03:43:35Z,2018-06-16T04:37:03Z
2018-06-17T02:30:00Z,2018-06-17T04:30:00Z,2018-06-17,19.56,11.58,FOA,2018-06-17T03:43:04Z,2018-06-17T04:36:37Z
2018-06-18T03:10:00Z,2018-06-18T05:10:00Z,2018-06-18,20.47,12.26,FOA,2018-06-18T03:38:11Z,2018-06-18T04:32:13Z
2018-06-19T02:40:00Z,2018-06-19T04:40:00Z,2018-06-19,20.5,12.32,FOA,2018-06-19T03:38:02Z,2018-06-19T04:32:05Z
2018-06-20T01:40:00Z,2018-06-20T03:40:00Z,2018-06-20,21.06,12.45,FOA,2018-06-20T03:36:15Z,2018-06-20T04:30:37Z
2018-07-08T02:10:00Z,2018-07-08T04:10:00Z,2018-07-08,22.09,12.54,FOA,2018-07-08T03:38:56Z,2018-07-08T04:33:19Z
2018-07-09T02:05:00Z,2018-07-09T04:05:00Z,2018-07-09,22.12,12.55,FOA,2018-07-09T03:39:15Z,2018-07-09T04:33:36Z
2018-07-10T02:05:00Z,2018-07-10T04:05:00Z,2018-07-10,22.12,12.55,FOA,2018-07-10T03:39:42Z,2018-07-10T04:33:59Z
2018-07-11T02:15:00Z,2018-07-11T04:15:00Z,2018-07-11,22.03,12.56,FOA,2018-07-11T03:40:21Z,2018-07-11T04:34:30Z
2018-07-02T02:45:00Z,2018-07-02T04:45:00Z,2018-07-02,20.27,12.09,FOA,2018-07-02T03:42:58Z,2018-07-02T04:36:42Z
2018-07-03T03:30:00Z,2018-07-03T05:30:00Z,2018-07-03,20.1,11.59,FOA,2018-07-03T03:45:45Z,2018-07-03T04:39:21Z
2018-07-04T02:20:00Z,2018-07-04T04:20:00Z,2018-07-04,19.59,12,FOA,2018-07-04T03:45:43Z,2018-07-04T04:39:02Z
2018-07-05T03:30:00Z,2018-07-05T05:30:00Z,2018-07-05,19.35,11.55,FOA,2018-07-05T03:48:28Z,2018-07-05T04:41:37Z
2018-07-12T04:34:00Z,2018-07-12T06:34:00Z,2018-07-12,21.56,12.54,FOA,2018-07-12T03:42:03Z,2018-07-12T04:35:53Z
2018-07-13T04:00:00Z,2018-07-13T06:00:00Z,2018-07-13,21.3,12.47,FOA,2018-07-13T03:43:26Z,2018-07-13T04:37:03Z
2018-07-14T04:04:00Z,2018-07-14T06:04:00Z,2018-07-14,21.26,12.43,FOA,2018-07-14T03:44:09Z,2018-07-14T04:37:40Z
2018-07-15T03:29:00Z,2018-07-15T05:29:00Z,2018-07-15,21.27,12.42,FOA,2018-07-15T03:44:38Z,2018-07-15T04:38:05Z
2018-07-16T03:34:00Z,2018-07-16T05:34:00Z,2018-07-16,21.12,12.47,FOA,2018-07-16T03:45:16Z,2018-07-16T04:38:33Z
2018-07-17T04:16:00Z,2018-07-17T06:16:00Z,2018-07-17,21.47,12.46,FOA,2018-07-17T03:44:58Z,2018-07-17T04:38:21Z
2018-07-15T02:30:00Z,2018-07-15T04:30:00Z,2018-07-15,20.56,12.4,FOA,2018-07-15T03:46:24Z,2018-07-15T04:39:29Z
2018-07-16T02:05:00Z,2018-07-16T04:05:00Z,2018-07-16,20.47,12.3,FOA,2018-07-16T03:47:28Z,2018-07-16T04:40:26Z
2018-07-17T02:35:00Z,2018-07-17T04:35:00Z,2018-07-17,20.47,12.29,FOA,2018-07-17T03:47:59Z,2018-07-17T04:40:52Z
2018-07-18T02:25:00Z,2018-07-18T04:25:00Z,2018-07-18,20.52,12.34,FOA,2018-07-18T03:48:08Z,2018-07-18T04:40:57Z
2018-07-16T02:30:00Z,2018-07-16T04:30:00Z,2018-07-16,20.56,12.45,FOA,2018-07-16T03:46:40Z,2018-07-16T04:39:40Z
2018-07-17T03:00:00Z,2018-07-17T05:00:00Z,2018-07-17,20.47,12.28,FOA,2018-07-17T03:48:01Z,2018-07-17T04:40:54Z
2018-07-18T02:50:00Z,2018-07-18T04:50:00Z,2018-07-18,20.47,12.28,FOA,2018-07-18T03:48:29Z,2018-07-18T04:41:17Z
2018-07-19T04:50:00Z,2018-07-19T06:50:00Z,2018-07-19,19.52,12,FOA,2018-07-19T03:52:13Z,2018-07-19T04:44:29Z
2018-07-20T02:00:00Z,2018-07-20T04:00:00Z,2018-07-20,20,12.02,FOA,2018-07-20T03:51:32Z,2018-07-20T04:43:56Z
2018-07-21T02:25:00Z,2018-07-21T04:25:00Z,2018-07-21,19.36,11.52,FOA,2018-07-21T03:55:24Z,2018-07-21T04:47:26Z
2018-07-22T02:45:00Z,2018-07-22T04:45:00Z,2018-07-22,19.37,11.58,FOA,2018-07-22T03:55:36Z,2018-07-22T04:47:33Z
2018-07-23T03:00:00Z,2018-07-23T05:00:00Z,2018-07-23,19.21,11.05,FOA,2018-07-23T03:58:31Z,2018-07-23T04:50:18Z
2018-04-13T01:30:00Z,2018-04-13T03:30:00Z,2018-04-13,23.26,13.2,FOA,2018-04-13T03:59:41Z,2018-04-13T04:49:33Z
2018-04-14T01:35:00Z,2018-04-14T03:35:00Z,2018-04-14,23.02,13.08,FOA,2018-04-14T03:59:29Z,2018-04-14T04:49:19Z
2018-04-15T01:35:00Z,2018-04-15T03:35:00Z,2018-04-15,22.59,13.07,FOA,2018-04-15T03:59:06Z,2018-04-15T04:48:51Z
2018-04-16T01:55:00Z,2018-04-16T03:55:00Z,2018-04-16,23.02,13.05,FOA,2018-04-16T03:57:41Z,2018-04-16T04:47:42Z
2018-04-17T01:40:00Z,2018-04-17T03:40:00Z,2018-04-17,22.52,13,FOA,2018-04-17T03:57:36Z,2018-04-17T04:47:29Z
2018-05-24T01:30:00Z,2018-05-24T03:30:00Z,2018-05-24,21.49,12.44,FOA,2018-05-24T03:37:10Z,2018-05-24T04:30:19Z
2018-05-25T02:00:00Z,2018-05-25T04:00:00Z,2018-05-25,21.5,12.45,FOA,2018-05-25T03:36:47Z,2018-05-25T04:30:02Z
2018-05-26T02:00:00Z,2018-05-26T04:00:00Z,2018-05-26,21.51,12.46,FOA,2018-05-26T03:36:24Z,2018-05-26T04:29:45Z
2018-05-27T02:00:00Z,2018-05-27T04:00:00Z,2018-05-27,21.48,12.46,FOA,2018-05-27T03:36:11Z,2018-05-27T04:29:36Z
2018-05-28T02:00:00Z,2018-05-28T04:00:00Z,2018-05-28,21.36,12.45,FOA,2018-05-28T03:36:14Z,2018-05-28T04:29:40Z
2018-05-29T02:00:00Z,2018-05-29T04:00:00Z,2018-05-29,21.45,12.43,FOA,2018-05-29T03:35:51Z,2018-05-29T04:29:25Z
2018-05-30T02:00:00Z,2018-05-30T04:00:00Z,2018-05-30,22.04,12.55,FOA,2018-05-30T03:33:42Z,2018-05-30T04:27:40Z
2018-05-31T03:00:00Z,2018-05-31T05:00:00Z,2018-05-31,22.02,12.49,FOA,2018-05-31T03:33:46Z,2018-05-31T04:27:48Z
2018-06-23T05:40:00Z,2018-06-23T07:40:00Z,2018-06-23,24.3,13.48,FOA,2018-06-23T03:23:58Z,2018-06-23T04:20:17Z
2018-06-24T05:40:00Z,2018-06-24T07:40:00Z,2018-06-24,24.28,13.49,FOA,2018-06-24T03:24:14Z,2018-06-24T04:20:31Z
2018-06-25T03:45:00Z,2018-06-25T05:45:00Z,2018-06-25,24.06,13.19,FOA,2018-06-25T03:26:19Z,2018-06-25T04:22:26Z
2018-06-26T04:15:00Z,2018-06-26T06:15:00Z,2018-06-26,23.05,13.1,FOA,2018-06-26T03:29:45Z,2018-06-26T04:25:13Z
2018-06-27T02:30:00Z,2018-06-27T04:30:00Z,2018-06-27,22.47,13.04,FOA,2018-06-27T03:31:51Z,2018-06-27T04:26:57Z
2018-06-28T04:30:00Z,2018-06-28T06:30:00Z,2018-06-28,22.46,13.06,FOA,2018-06-28T03:32:06Z,2018-06-28T04:27:10Z
2018-06-28T02:00:00Z,2018-06-28T04:00:00Z,2018-06-28,22.58,13.04,FOA,2018-06-28T03:31:51Z,2018-06-28T04:27:00Z
2018-06-22T03:30:00Z,2018-06-22T05:30:00Z,2018-06-22,22.3,12.52,FOA,2018-06-22T03:33:05Z,2018-06-22T04:28:09Z
2018-06-23T03:15:00Z,2018-06-23T05:15:00Z,2018-06-23,21.56,12.49,FOA,2018-06-23T03:35:24Z,2018-06-23T04:30:02Z
2018-06-24T02:15:00Z,2018-06-24T04:15:00Z,2018-06-24,21.58,12.44,FOA,2018-06-24T03:35:47Z,2018-06-24T04:30:26Z
2018-06-25T02:45:00Z,2018-06-25T04:45:00Z,2018-06-25,21.07,12.41,FOA,2018-06-25T03:37:29Z,2018-06-25T04:31:50Z
2018-06-26T02:40:00Z,2018-06-26T04:40:00Z,2018-06-26,26.08,12.44,FOA,2018-06-26T03:23:46Z,2018-06-26T04:21:16Z
2018-06-27T03:25:00Z,2018-06-27T05:25:00Z,2018-06-27,21.45,12.47,FOA,2018-06-27T03:36:49Z,2018-06-27T04:31:20Z
2018-07-25T00:00:00Z,2018-07-25T02:00:00Z,2018-07-25,22.19,12.55,FOA,2018-07-25T03:47:02Z,2018-07-25T04:40:02Z
2018-07-26T00:20:00Z,2018-07-26T02:20:00Z,2018-07-26,23,13.21,FOA,2018-07-26T03:43:07Z,2018-07-26T04:36:26Z
2018-07-27T00:20:00Z,2018-07-27T02:20:00Z,2018-07-27,22.4,12.5,FOA,2018-07-27T03:47:50Z,2018-07-27T04:40:44Z
2018-07-28T00:00:00Z,2018-07-28T02:00:00Z,2018-07-28,22.51,13,FOA,2018-07-28T03:46:08Z,2018-07-28T04:38:59Z
2018-07-29T00:00:00Z,2018-07-29T02:00:00Z,2018-07-29,23.18,13.18,FOA,2018-07-29T03:44:30Z,2018-07-29T04:37:35Z
2018-07-30T00:45:00Z,2018-07-30T02:45:00Z,2018-07-30,23.22,13.2,FOA,2018-07-30T03:44:53Z,2018-07-30T04:37:53Z
2018-07-25T02:15:00Z,2018-07-25T04:15:00Z,2018-07-25,23.23,13.2,FOA,2018-07-25T03:42:05Z,2018-07-25T04:35:38Z
2018-07-26T02:20:00Z,2018-07-26T04:20:00Z,2018-07-26,23.01,13.2,FOA,2018-07-26T03:43:08Z,2018-07-26T04:36:27Z
2018-07-27T02:00:00Z,2018-07-27T04:00:00Z,2018-07-27,22.49,13.13,FOA,2018-07-27T03:45:07Z,2018-07-27T04:38:03Z
2018-07-27T04:01:00Z,2018-07-27T06:01:00Z,2018-07-27,22.58,13.12,FOA,2018-07-27T03:44:58Z,2018-07-27T04:37:57Z
2018-07-28T02:07:00Z,2018-07-28T04:07:00Z,2018-07-28,22.55,13.14,FOA,2018-07-28T03:45:29Z,2018-07-28T04:38:21Z
2018-07-29T02:15:00Z,2018-07-29T04:15:00Z,2018-07-29,22.58,13.23,FOA,2018-07-29T03:45:36Z,2018-07-29T04:38:22Z
2018-07-30T02:10:00Z,2018-07-30T04:10:00Z,2018-07-30,22.54,13.24,FOA,2018-07-30T03:46:11Z,2018-07-30T04:38:50Z
2018-07-10T02:21:00Z,2018-07-10T04:21:00Z,2018-07-10,21.47,12.46,FOA,2018-07-10T03:41:41Z,2018-07-10T04:35:37Z
2018-07-11T03:48:00Z,2018-07-11T05:48:00Z,2018-07-11,21.3,12.46,FOA,2018-07-11T03:42:33Z,2018-07-11T04:36:19Z
2018-07-12T03:02:00Z,2018-07-12T05:02:00Z,2018-07-12,21.53,12.49,FOA,2018-07-12T03:42:19Z,2018-07-12T04:36:08Z
2018-07-13T02:15:00Z,2018-07-13T04:15:00Z,2018-07-13,22,12.49,FOA,2018-07-13T03:41:38Z,2018-07-13T04:35:37Z
2018-07-14T02:32:00Z,2018-07-14T04:32:00Z,2018-07-14,21.49,12.44,FOA,2018-07-14T03:43:33Z,2018-07-14T04:37:12Z
2018-07-15T06:00:00Z,2018-07-15T08:00:00Z,2018-07-15,22.39,12.55,FOA,2018-07-15T03:41:24Z,2018-07-15T04:35:27Z
2018-02-21T01:10:00Z,2018-02-21T03:10:00Z,2018-02-21,23.32,13.13,FOA,2018-02-21T04:48:10Z,2018-02-21T05:37:24Z
2018-02-22T01:10:00Z,2018-02-22T03:10:00Z,2018-02-22,23.42,13.14,FOA,2018-02-22T04:47:27Z,2018-02-22T05:36:41Z
2018-02-23T01:10:00Z,2018-02-23T03:10:00Z,2018-02-23,23.51,13.27,FOA,2018-02-23T04:46:15Z,2018-02-23T05:35:27Z
2018-02-24T02:00:00Z,2018-02-24T04:00:00Z,2018-02-24,23.5,13.26,FOA,2018-02-24T04:45:32Z,2018-02-24T05:34:41Z
2018-02-25T02:00:00Z,2018-02-25T04:00:00Z,2018-02-25,23.19,13.22,FOA,2018-02-25T04:44:49Z,2018-02-25T05:33:48Z
2018-02-26T02:00:00Z,2018-02-26T04:00:00Z,2018-02-26,23.28,13.2,FOA,2018-02-26T04:44:09Z,2018-02-26T05:33:08Z
2018-02-27T02:50:00Z,2018-02-27T04:50:00Z,2018-02-27,23.27,13.2,FOA,2018-02-27T04:43:21Z,2018-02-27T05:32:18Z
2009-07-01T08:00:00Z,2009-07-01T11:03:00Z,2009-07-01,-24.22,13.3,ATF,2009-07-01T04:58:58Z,2009-07-01T05:52:00Z
2009-07-01T03:00:00Z,2009-07-01T06:00:00Z,2009-07-01,-20.77,12.47,ATF,2009-07-01T04:56:46Z,2009-07-01T05:48:26Z
2009-07-01T02:00:00Z,2009-07-01T05:22:00Z,2009-07-01,-20.72,12.55,ATF,2009-07-01T04:56:23Z,2009-07-01T05:48:01Z
2009-07-01T05:50:00Z,2009-07-01T08:30:00Z,2009-07-01,-20.65,12.33,ATF,2009-07-01T04:57:09Z,2009-07-01T05:48:46Z
2009-07-01T02:29:00Z,2009-07-01T04:16:00Z,2009-07-01,-20.62,12.3,ATF,2009-07-01T04:57:13Z,2009-07-01T05:48:50Z
2009-07-01T04:44:00Z,2009-07-01T05:37:00Z,2009-07-01,-20.62,12.3,ATF,2009-07-01T04:57:13Z,2009-07-01T05:48:50Z
2009-07-01T01:53:00Z,2009-07-01T03:15:00Z,2009-07-01,-20.5,12.17,ATF,2009-07-01T04:57:33Z,2009-07-01T05:49:07Z
2009-07-01T03:22:00Z,2009-07-01T04:30:00Z,2009-07-01,-20.42,12.18,ATF,2009-07-01T04:57:23Z,2009-07-01T05:48:55Z
2009-07-01T01:49:00Z,2009-07-01T04:18:00Z,2009-07-01,-20.42,12.13,ATF,2009-07-01T04:57:35Z,2009-07-01T05:49:07Z
2009-07-01T02:26:00Z,2009-07-01T05:18:00Z,2009-07-01,-20.33,12.15,ATF,2009-07-01T04:57:21Z,2009-07-01T05:48:52Z
2010-03-01T02:00:00Z,2010-03-01T03:10:00Z,2010-03-01,-24.12,13.45,ATF,2010-03-01T04:12:44Z,2010-03-01T05:02:40Z
2010-03-01T03:20:00Z,2010-03-01T04:35:00Z,2010-03-01,-23.98,13.43,ATF,2010-03-01T04:12:58Z,2010-03-01T05:02:50Z
2010-02-28T22:55:00Z,2010-03-01T02:50:00Z,2010-03-01,-23.92,13.43,ATF,2010-03-01T04:13:01Z,2010-03-01T05:02:52Z
2010-03-01T03:20:00Z,2010-03-01T04:40:00Z,2010-03-01,-23.88,13.37,ATF,2010-03-01T04:13:18Z,2010-03-01T05:03:08Z
2010-03-01T03:40:00Z,2010-03-01T04:00:00Z,2010-03-01,-23.8,13.4,ATF,2010-03-01T04:13:17Z,2010-03-01T05:03:04Z
2010-03-01T01:50:00Z,2010-03-01T04:30:00Z,2010-03-01,-22.87,13.05,ATF,2010-03-01T04:15:40Z,2010-03-01T05:05:05Z
2010-03-01T02:20:00Z,2010-03-01T03:22:00Z,2010-03-01,-22.78,13.13,ATF,2010-03-01T04:15:27Z,2010-03-01T05:04:50Z
2010-03-01T03:28:00Z,2010-03-01T04:45:00Z,2010-03-01,-22.72,13.15,ATF,2010-03-01T04:15:26Z,2010-03-01T05:04:47Z
