year,Observer,prop set before nautical dawn,mean time after nautical dawn (hrs),sd time after nautical dawn (hrs)
2009,ATF,0.4,0.859055555555555,2.30708814969274
2010,ATF,0.482142857142857,0.0716517857142857,1.74168459902456
2011,ATF,0.571428571428571,0.184907407407407,1.86194943874654
2012,ATF,0.433333333333333,-0.212657407407407,0.807891914085866
2016,ATF,0.25,0.559166666666667,0.867845678331797
2017,ATF,0.324324324324324,0.518926426426426,2.49775413968093
2017,FOA,0.630952380952381,-0.149381613756614,1.0931737448211
2018,ATF,0.346153846153846,0.524764957264957,2.3343280147128
2018,FOA,0.41304347826087,0.371027324879227,1.35991232601466
